index,tweet_id
2352,1278442647552700417
2352,1278442402592718850
2352,1278441955547066369
2352,1278441953999413249
2352,1278441823116107777
2352,1278441759278862338
2352,1278441738424680449
2352,1278441699849768961
2352,1278441474481324038
2352,1278441384563834888
2352,1278441354100604929
2352,1278441250987945985
2352,1278441211867607042
2352,1278441169731694595
2352,1278441084549554180
2352,1278441037690740745
2352,1278440938310979585
2352,1278440884531494918
2352,1278440835114287105
2352,1278440816403496962
2352,1278440694835810304
2352,1278440631770189828
2352,1278440365255725056
2352,1278440287426281472
2352,1278440281445142529
2352,1278440208984350721
2352,1278440104013582336
2352,1278439989957791745
2352,1278439866913693698
2352,1278439819811659783
2352,1278439580048527360
2352,1278439483248164869
2352,1278439456962482176
2352,1278439262166355968
2352,1278439260547399682
2352,1278439190347292672
2352,1278439146948878336
2352,1278439000827666433
2352,1278438922788515841
2352,1278438806593699841
2352,1278438647944134659
2352,1278438607431307264
2352,1278438580986183680
2352,1278438550321668097
2352,1278438280900612096
2352,1278438141775491077
2352,1278438095281688580
2352,1278437984103206912
2352,1278437981007818753
2352,1278437851374538753
2352,1278437812086472706
2352,1278437773603745795
2352,1278437764384636929
2352,1278437752342818816
2352,1278437613993689089
2352,1278437452768849929
2352,1278437356257841154
2352,1278437308430192642
2352,1278437208832315395
2352,1278437181787385858
2352,1278436988425834497
2352,1278436954196115456
2352,1278436947757797377
2352,1278436890312572928
2352,1278436749711114242
2352,1278436680006094848
2352,1278436577786683393
2352,1278436493158223874
2352,1278436363264761864
2352,1278436162860920832
2352,1278436118153834497
2352,1278435900205215751
2352,1278435889404919815
2352,1278435875236597760
2352,1278435777471492112
2352,1278435748711202816
2352,1278435724921110532
2352,1278435675981910016
2352,1278435559946555397
2352,1278435521707024386
2352,1278435405034074122
2352,1278435389838147584
2352,1278435330115481601
2352,1278435153824681992
2352,1278435082605387777
2352,1278434979886792709
2352,1278434975763836928
2352,1278434884277735424
2352,1278434866930094081
2352,1278434853357260807
2352,1278434832809447425
2352,1278434750064181248
2352,1278434749548298242
2352,1278434721362587655
2352,1278434653679030281
2352,1278434546736865289
2352,1278434503040565255
2352,1278434476184526848
2352,1278434473105817600
2352,1278434357888385025
2352,1278434316494819328
2352,1278434253357961220
2352,1278434210768977921
2352,1278434208810242048
2352,1278434193467457536
2352,1278434162924544000
2352,1278434111468777475
2352,1278434051817459716
2352,1278434045748293633
2352,1278433981562851330
2352,1278433905989820423
2352,1278433844241235968
2352,1278433755540197377
2352,1278433676435521540
2352,1278433568180572161
2352,1278433554695938049
2352,1278433471288037379
2353,1278440792265293825
2353,1278420280449384449
2353,1278412335191928833
2353,1278349004607193088
2353,1278317651115347969
2353,1278070818325618690
2353,1277837953386123269
2353,1277799023143870465
2353,1277708420616015873
2353,1277648105329111044
2353,1277620250868166661
2353,1277593857119539200
2353,1277363851336572929
2353,1277346047300440064
2353,1277247048547516417
2353,1276954100572106752
2353,1276833920491945985
2353,1276807259595538433
2353,1276064443110227968
2353,1275635515707002881
2353,1275541648630517762
2353,1275513276286341120
2353,1275417231367852034
2353,1275130259990622213
2353,1275130088384798722
2353,1275129135216701440
2353,1275022794871369730
2353,1274993067033014274
2353,1274856657835737088
2353,1274558773344915456
2353,1274397495179784194
2353,1274334756155600904
2353,1274137046047690753
2353,1273692036252807169
2353,1273588727160483840
2353,1273406752340340737
2353,1273359932998463489
2353,1273315461636263936
2353,1273309475458473984
2353,1272862011190325250
2353,1272822447335714816
2353,1272591353499844611
2353,1272288264922128386
2353,1271993280796831746
2353,1271619756798296064
2353,1271579589085671431
2353,1271562642797150209
2353,1271493151052759040
2353,1271470303961665536
2353,1270940414997073920
2353,1270552757481533440
2353,1270003974746320903
2353,1269544471357648899
2353,1268978153231433731
2353,1268970189770698754
2353,1268953423644364801
2353,1268914579406372865
2353,1268845071203479552
2353,1268548109681987585
2353,1268423479235358721
2353,1268338508093153287
2353,1268337509945290752
2353,1268337220936773634
2353,1268319054894333956
2353,1268139383791603713
2353,1268037038718189568
2353,1267821346781712388
